"No,";Time;;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;;Delay;;Delay 1;Delay 2 ;Jitter
5952;150.855.550;"150,855550";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"150,855550";"150,904361";;"0,048811";;"0,048733";"7,8E-05";"-0,048655"
5953;150.904.361;"150,904361";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57020 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"150,904361";"150,904439";;"7,8E-05";;"-0,048335";"0,048413";"0,096748"
5954;150.904.439;"150,904439";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"150,904439";"150,952852";;"0,048413";;"-0,181515";"0,229928";"0,411443"
5955;150.952.852;"150,952852";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57020 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"150,952852";"151,182780";;"0,229928";;"0,22983";"9,8E-05";"-0,229732"
5956;151.182.780;"151,182780";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57020 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"151,182780";"151,182878";;"9,8E-05";;"-0,012283";"0,012381";"0,024664"
5957;151.182.878;"151,182878";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5952#1] 57020  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"151,182878";"151,195259";;"0,012381";;"0,012213";"0,000168";"-0,012045"
5958;151.195.259;"151,195259";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57020 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"151,195259";"151,195427";;"0,000168";;"-0,000685";"0,000853";"0,001538"
5959;151.195.427;"151,195427";"192,168,100,98";"104,22,1,235";TCP;54;57020  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"151,195427";"151,196280";;"0,000853";;"-0,046548";"0,047401";"0,093949"
5960;151.196.280;"151,196280";"192,168,100,98";"104,22,1,235";TCP;54;"57020  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"151,196280";"151,243681";;"0,047401";;"0,043577";"0,003824";"-0,039753"
5961;151.243.681;"151,243681";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57020 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"151,243681";"151,247505";;"0,003824";;"-0,046317";"0,050141";"0,096458"
5962;151.247.505;"151,247505";"192,168,100,98";"104,22,1,235";TCP;66;57021  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"151,247505";"151,297646";;"0,050141";;"0,049919";"0,000222";"-0,049697"
5963;151.297.646;"151,297646";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57021 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"151,297646";"151,297868";;"0,000222";;"-0,000441";"0,000663";"0,001104"
5964;151.297.868;"151,297868";"192,168,100,98";"104,22,1,235";TCP;54;57021  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"151,297868";"151,298531";;"0,000663";;"-0,049557";"0,05022";"0,099777"
5965;151.298.531;"151,298531";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"151,298531";"151,348751";;"0,05022";;"0,032187";"0,018033";"-0,014154"
5966;151.348.751;"151,348751";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57021 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"151,348751";"151,366784";;"0,018033";;"0,016213";"0,00182";"-0,014393"
5967;151.366.784;"151,366784";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"151,366784";"151,368604";;"0,00182";;"-0,048926";"0,050746";"0,099672"
5968;151.368.604;"151,368604";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"151,368604";"151,419350";;"0,050746";;"0,050642";"0,000104";"-0,050538"
5969;151.419.350;"151,419350";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57021 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"151,419350";"151,419454";;"0,000104";;"-0,049478";"0,049582";"0,09906"
5970;151.419.454;"151,419454";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"151,419454";"151,469036";;"0,049582";;"-0,183153";"0,232735";"0,415888"
5971;151.469.036;"151,469036";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57021 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"151,469036";"151,701771";;"0,232735";;"0,232622";"0,000113";"-0,232509"
5972;151.701.771;"151,701771";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57021 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"151,701771";"151,701884";;"0,000113";;"-0,012124";"0,012237";"0,024361"
5973;151.701.884;"151,701884";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5968#1] 57021  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"151,701884";"151,714121";;"0,012237";;"0,012068";"0,000169";"-0,011899"
5974;151.714.121;"151,714121";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57021 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"151,714121";"151,714290";;"0,000169";;"-0,00059";"0,000759";"0,001349"
5975;151.714.290;"151,714290";"192,168,100,98";"104,22,1,235";TCP;54;57021  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"151,714290";"151,715049";;"0,000759";;"-0,04791";"0,048669";"0,096579"
5976;151.715.049;"151,715049";"192,168,100,98";"104,22,1,235";TCP;54;"57021  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"151,715049";"151,763718";;"0,048669";;"0,045316";"0,003353";"-0,041963"
5977;151.763.718;"151,763718";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57021 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"151,763718";"151,767071";;"0,003353";;"-0,060303";"0,063656";"0,123959"
5978;151.767.071;"151,767071";"192,168,100,98";"104,22,1,235";TCP;66;57022  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"151,767071";"151,830727";;"0,063656";;"0,063453";"0,000203";"-0,06325"
5979;151.830.727;"151,830727";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57022 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"151,830727";"151,830930";;"0,000203";;"-0,000588";"0,000791";"0,001379"
5980;151.830.930;"151,830930";"192,168,100,98";"104,22,1,235";TCP;54;57022  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"151,830930";"151,831721";;"0,000791";;"-0,297958";"0,298749";"0,596707"
5981;151.831.721;"151,831721";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"151,831721";"152,130470";;"0,298749";;"0,221273";"0,077476";"-0,143797"
5982;152.130.470;"152,130470";"192,168,100,98";"104,22,1,235";TCP;372;"[TCP Retransmission] 57022  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=318";;;"152,130470";"152,207946";;"0,077476";;"0,062165";"0,015311";"-0,046854"
5983;152.207.946;"152,207946";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57022 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"152,207946";"152,223257";;"0,015311";;"0,013622";"0,001689";"-0,011933"
5984;152.223.257;"152,223257";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"152,223257";"152,224946";;"0,001689";;"-0,118239";"0,119928";"0,238167"
5985;152.224.946;"152,224946";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"152,224946";"152,344874";;"0,119928";;"0,119809";"0,000119";"-0,11969"
5986;152.344.874;"152,344874";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57022 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"152,344874";"152,344993";;"0,000119";;"-0,095772";"0,095891";"0,191663"
5987;152.344.993;"152,344993";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"152,344993";"152,440884";;"0,095891";;"-0,128939";"0,22483";"0,353769"
5988;152.440.884;"152,440884";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57022 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"152,440884";"152,665714";;"0,22483";;"0,224713";"0,000117";"-0,224596"
5989;152.665.714;"152,665714";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57022 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"152,665714";"152,665831";;"0,000117";;"-0,007746";"0,007863";"0,015609"
5990;152.665.831;"152,665831";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5985#1] 57022  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"152,665831";"152,673694";;"0,007863";;"0,007689";"0,000174";"-0,007515"
5991;152.673.694;"152,673694";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57022 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"152,673694";"152,673868";;"0,000174";;"-0,000625";"0,000799";"0,001424"
5992;152.673.868;"152,673868";"192,168,100,98";"104,22,1,235";TCP;54;57022  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"152,673868";"152,674667";;"0,000799";;"-0,00413";"0,004929";"0,009059"
5993;152.674.667;"152,674667";"192,168,100,98";"104,22,1,235";TCP;54;"57022  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"152,674667";"152,679596";;"0,004929";;"0,00484";"8,9E-05";"-0,004751"
5994;152.679.596;"152,679596";"74,125,68,119";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56446 [FIN, ACK] Seq=57 Ack=2 Win=443 Len=0";;;"152,679596";"152,679685";;"8,9E-05";;"-0,013626";"0,013715";"0,027341"
5995;152.679.685;"152,679685";"192,168,100,98";"74,125,68,119";TCP;54;[TCP Dup ACK 91#1] 56446  >  443 [ACK] Seq=2 Ack=1 Win=2051 Len=0;;;"152,679685";"152,693400";;"0,013715";;"0,013506";"0,000209";"-0,013297"
5996;152.693.400;"152,693400";"74,125,68,119";"192,168,100,98";TCP;110;"[TCP Retransmission] 443  >  56446 [PSH, ACK] Seq=1 Ack=2 Win=443 Len=56";;;"152,693400";"152,693609";;"0,000209";;-4E-05;"0,000249";"0,000289"
5997;152.693.609;"152,693609";"192,168,100,98";"74,125,68,119";TCP;54;56446  >  443 [ACK] Seq=2 Ack=58 Win=2051 Len=0;;;"152,693609";"152,693858";;"0,000249";;"-0,022801";"0,02305";"0,045851"
5998;152.693.858;"152,693858";"192,168,100,98";"74,125,68,119";TCP;54;"56446  >  443 [FIN, ACK] Seq=2 Ack=58 Win=2051 Len=0";;;"152,693858";"152,716908";;"0,02305";;"0,015467";"0,007583";"-0,007884"
5999;152.716.908;"152,716908";"74,125,68,119";"192,168,100,98";TCP;56;443  >  56446 [ACK] Seq=58 Ack=3 Win=443 Len=0;;;"152,716908";"152,724491";;"0,007583";;"-0,016194";"0,023777";"0,039971"
6000;152.724.491;"152,724491";"192,168,100,98";"104,22,1,235";TCP;66;57023  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"152,724491";"152,748268";;"0,023777";;"-0,01587";"0,039647";"0,055517"
6001;152.748.268;"152,748268";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57022 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"152,748268";"152,787915";;"0,039647";;"0,03947";"0,000177";"-0,039293"
6002;152.787.915;"152,787915";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57023 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"152,787915";"152,788092";;"0,000177";;"-0,000719";"0,000896";"0,001615"
6003;152.788.092;"152,788092";"192,168,100,98";"104,22,1,235";TCP;54;57023  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"152,788092";"152,788988";;"0,000896";;"-0,05765";"0,058546";"0,116196"
6004;152.788.988;"152,788988";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"152,788988";"152,847534";;"0,058546";;"0,042795";"0,015751";"-0,027044"
6005;152.847.534;"152,847534";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57023 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"152,847534";"152,863285";;"0,015751";;"0,014099";"0,001652";"-0,012447"
6006;152.863.285;"152,863285";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"152,863285";"152,864937";;"0,001652";;"-0,050887";"0,052539";"0,103426"
6007;152.864.937;"152,864937";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"152,864937";"152,917476";;"0,052539";;"0,052458";"8,1E-05";"-0,052377"
6008;152.917.476;"152,917476";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57023 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"152,917476";"152,917557";;"8,1E-05";;"-0,289354";"0,289435";"0,578789"
6009;152.917.557;"152,917557";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"152,917557";"153,206992";;"0,289435";;"0,229563";"0,059872";"-0,169691"
6010;153.206.992;"153,206992";"192,168,100,98";"104,22,1,235";TCP;160;"[TCP Retransmission] 57023  >  443 [PSH, ACK] Seq=964 Ack=124 Win=131328 Len=106";;;"153,206992";"153,266864";;"0,059872";;"-0,159601";"0,219473";"0,379074"
6011;153.266.864;"153,266864";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57023 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"153,266864";"153,486337";;"0,219473";;"0,219362";"0,000111";"-0,219251"
6012;153.486.337;"153,486337";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57023 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"153,486337";"153,486448";;"0,000111";;"-0,016942";"0,017053";"0,033995"
6013;153.486.448;"153,486448";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 6007#1] 57023  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"153,486448";"153,503501";;"0,017053";;"0,016861";"0,000192";"-0,016669"
6014;153.503.501;"153,503501";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57023 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"153,503501";"153,503693";;"0,000192";;"-0,000628";"0,00082";"0,001448"
6015;153.503.693;"153,503693";"192,168,100,98";"104,22,1,235";TCP;54;57023  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"153,503693";"153,504513";;"0,00082";;"-0,049817";"0,050637";"0,100454"
6016;153.504.513;"153,504513";"192,168,100,98";"104,22,1,235";TCP;54;"57023  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"153,504513";"153,555150";;"0,050637";;"0,043848";"0,006789";"-0,037059"
6017;153.555.150;"153,555150";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57023 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"153,555150";"153,561939";;"0,006789";;"-0,044755";"0,051544";"0,096299"
6018;153.561.939;"153,561939";"192,168,100,98";"104,22,1,235";TCP;66;57024  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"153,561939";"153,613483";;"0,051544";;"0,051297";"0,000247";"-0,05105"
6019;153.613.483;"153,613483";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57024 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"153,613483";"153,613730";;"0,000247";;"-0,000761";"0,001008";"0,001769"
6020;153.613.730;"153,613730";"192,168,100,98";"104,22,1,235";TCP;54;57024  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"153,613730";"153,614738";;"0,001008";;"-0,049318";"0,050326";"0,099644"
6021;153.614.738;"153,614738";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"153,614738";"153,665064";;"0,050326";;"0,032207";"0,018119";"-0,014088"
6022;153.665.064;"153,665064";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57024 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"153,665064";"153,683183";;"0,018119";;"0,016295";"0,001824";"-0,014471"
6023;153.683.183;"153,683183";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"153,683183";"153,685007";;"0,001824";;"-0,281597";"0,283421";"0,565018"
6024;153.685.007;"153,685007";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"153,685007";"153,968428";;"0,283421";;"0,257089";"0,026332";"-0,230757"
6025;153.968.428;"153,968428";"192,168,100,98";"104,22,1,235";TCP;805;"[TCP Retransmission] 57024  >  443 [PSH, ACK] Seq=319 Ack=124 Win=131328 Len=751";;;"153,968428";"153,994760";;"0,026332";;"0,026246";"8,6E-05";"-0,02616"
6026;153.994.760;"153,994760";"104,22,1,235";"192,168,100,98";TLSv1;177;"[TCP Spurious Retransmission] , Encrypted Handshake Message, Change Cipher Spec, Encrypted Handshake Message";;;"153,994760";"153,994846";;"8,6E-05";;"-0,027048";"0,027134";"0,054182"
6027;153.994.846;"153,994846";"192,168,100,98";"104,22,1,235";TCP;66;57024  >  443 [ACK] Seq=964 Ack=124 Win=131328 Len=0 SLE=1 SRE=124;;;"153,994846";"154,021980";;"0,027134";;"-0,00077";"0,027904";"0,028674"
6028;154.021.980;"154,021980";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57024 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"154,021980";"154,049884";;"0,027904";;"-0,185291";"0,213195";"0,398486"
6029;154.049.884;"154,049884";"104,22,1,235";"192,168,100,98";TCP;56;[TCP Dup ACK 6028#1] 443  >  57024 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"154,049884";"154,263079";;"0,213195";;"0,213085";"0,00011";"-0,212975"
6030;154.263.079;"154,263079";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57024 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"154,263079";"154,263189";;"0,00011";;"-0,012";"0,01211";"0,02411"
6031;154.263.189;"154,263189";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 6024#1] 57024  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"154,263189";"154,275299";;"0,01211";;"0,011858";"0,000252";"-0,011606"
6032;154.275.299;"154,275299";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57024 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"154,275299";"154,275551";;"0,000252";;"-0,000604";"0,000856";"0,00146"
6033;154.275.551;"154,275551";"192,168,100,98";"104,22,1,235";TCP;54;57024  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"154,275551";"154,276407";;"0,000856";;"-0,051805";"0,052661";"0,104466"
6034;154.276.407;"154,276407";"192,168,100,98";"104,22,1,235";TCP;54;"57024  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"154,276407";"154,329068";;"0,052661";;"0,0447";"0,007961";"-0,036739"
6035;154.329.068;"154,329068";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57024 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"154,329068";"154,337029";;"0,007961";;"-0,045916";"0,053877";"0,099793"
6036;154.337.029;"154,337029";"192,168,100,98";"104,22,1,235";TCP;66;57025  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"154,337029";"154,390906";;"0,053877";;"0,053608";"0,000269";"-0,053339"
6037;154.390.906;"154,390906";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57025 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"154,390906";"154,391175";;"0,000269";;"-0,000956";"0,001225";"0,002181"
6038;154.391.175;"154,391175";"192,168,100,98";"104,22,1,235";TCP;54;57025  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"154,391175";"154,392400";;"0,001225";;"-0,079381";"0,080606";"0,159987"
6039;154.392.400;"154,392400";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"154,392400";"154,473006";;"0,080606";;"0,080606";0;"-0,080606"
6040;154.473.006;"154,473006";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57025 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"154,473006";"154,473006";;0;;"-0,001945";"0,001945";"0,00389"
6041;154.473.006;"154,473006";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"154,473006";"154,474951";;"0,001945";;"-0,091751";"0,093696";"0,185447"
6042;154.474.951;"154,474951";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"154,474951";"154,568647";;"0,093696";;"0,093578";"0,000118";"-0,09346"
6043;154.568.647;"154,568647";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57025 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"154,568647";"154,568765";;"0,000118";;"-0,054822";"0,05494";"0,109762"
6044;154.568.765;"154,568765";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"154,568765";"154,623705";;"0,05494";;"-0,176087";"0,231027";"0,407114"
6045;154.623.705;"154,623705";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57025 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"154,623705";"154,854732";;"0,231027";;"0,230951";"7,6E-05";"-0,230875"
6047;154.854.732;"154,854732";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57025 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"154,854732";"154,854808";;"7,6E-05";;"-0,01835";"0,018426";"0,036776"
6048;154.854.808;"154,854808";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 6042#1] 57025  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"154,854808";"154,873234";;"0,018426";;"0,018248";"0,000178";"-0,01807"
6049;154.873.234;"154,873234";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57025 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"154,873234";"154,873412";;"0,000178";;"-0,000591";"0,000769";"0,00136"
6050;154.873.412;"154,873412";"192,168,100,98";"104,22,1,235";TCP;54;57025  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"154,873412";"154,874181";;"0,000769";;"-0,040216";"0,040985";"0,081201"
6051;154.874.181;"154,874181";"192,168,100,98";"104,22,1,235";TCP;54;"57025  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"154,874181";"154,915166";;"0,040985";;"0,029529";"0,011456";"-0,018073"
6052;154.915.166;"154,915166";"192,168,100,98";"104,22,1,235";TCP;66;57026  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"154,915166";"154,926622";;"0,011456";;"-0,035991";"0,047447";"0,083438"
6053;154.926.622;"154,926622";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57025 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"154,926622";"154,974069";;"0,047447";;"0,047282";"0,000165";"-0,047117"
6054;154.974.069;"154,974069";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57026 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"154,974069";"154,974234";;"0,000165";;"-0,000765";"0,00093";"0,001695"
